movie_title,movie_id,metascore,userscore,runtime,whole_cast_meta,principle_cast_meta,supporting_cast_meta,director_meta,writer_meta,producer_meta,principle_cast_user,supporting_cast_user,writers_user,whole_cast_user,director_user,producer_user,rls_season,rls_time_of_month,mpaa,genre,language,production_companies
My Winnipeg,16065,84,7.0,80.0,72.6388888888888889,84.0000000000000000,69.9666666666666667,73.6250000000000000,74.2444444444444444,59.7222222222222222,7.9,6.1000000000000005,6.933333333333333,6.800000000000001,6.25,7.231111111111112,Spring,Middle,NR,"Drama,                                          History,                                          Documentary",English,Buffalo Gal Pictures
Children of Men,16068,84,8.4,109.0,58.5453553391053391,64.4797445721583653,58.5000000000000000,73.8000000000000000,78.7619047619047619,52.2151021493126756,6.990424760424761,6.883786848072562,6.880952380952381,6.848341543513958,6.959999999999999,5.895042335115864,Winter,End,R,"Adventure,                                          Sci-Fi,                                          Drama,                                          Mystery,                                          Thriller","English, German, Spanish, Arabic, Italian, Romanian",Universal Pictures
Iraq in Fragments,16069,84,6.7,94.0,60.7355050933786078,61.6476190476190476,59.5274509803921569,68.4000000000000000,64.0000000000000000,65.2500000000000000,6.9733809523809525,7.375934065934066,7.05,7.203174603174604,7.129999999999999,7.175000000000001,Fall,Beginning,NR,"War,                                          Documentary","Arabic, Kurdish",Daylight Factory
Volver,16070,84,8.5,121.0,68.7860294117647059,66.4500000000000000,68.7250000000000000,71.3333333333333333,72.6000000000000000,72.6121212121212121,7.260555555555555,7.466666666666666,7.83,7.53015625,7.7444444444444445,7.851666666666667,Fall,Beginning,R,"Drama,                                          Mystery,                                          Comedy,                                          Crime",Spanish,Canal+ España
Old Joy,16072,84,6.0,76.0,63.8185185185185185,62.1133333333333333,67.2250000000000000,71.0000000000000000,71.0000000000000000,69.2500000000000000,7.334444444444444,6.825,7.775,6.8566964285714285,7.775,7.7,Summer,Middle,NR,Drama,English,Film Science
Mutual Appreciation,16074,84,6.1,110.0,67.3571428571428572,61.9444444444444444,64.5333333333333333,78.0000000000000000,78.0000000000000000,78.0000000000000000,6.969444444444444,5.61,5.2,6.01111111111111,5.2,5.2,Summer,Beginning,R,Comedy,English,Mutual Appreciation LLC
Dave Chappelle's Block Party,16075,84,7.4,103.0,60.9695970695970696,72.5740740740740741,52.8285714285714286,72.5000000000000000,52.5000000000000000,42.0000000000000000,7.650925925925925,6.876785714285714,8.35,7.291153846153845,8.0,6.959615384615385,Winter,Beginning,R,"Comedy,                                          Music,                                          Documentary",English,Focus Features
Kings & Queen,16078,84,8.1,150.0,63.1464646464646465,67.8111111111111111,61.0180375180375180,46.0000000000000000,50.0000000000000000,33.6000000000000000,7.725,6.4782738095238095,7.0,7.084166666666667,5.5,7.233333333333333,Spring,Middle,NR,"Drama,                                          Comedy","English, German, French",Canal+
Mystic River,16080,84,7.1,138.0,58.5084235209235209,58.3833295136236313,60.7891025641025641,57.2633333333333333,57.0520833333333333,55.3636853448275862,7.12448988545003,7.58125,6.6875,7.459486193714259,6.622916666666667,7.073010610079576,Fall,Beginning,R,"Drama,                                          Mystery,                                          Thriller,                                          Crime",English,Warner Bros. Pictures
Dracula: Pages from a Virgin's Diary,16081,84,5.8,73.0,60.7796637885923600,58.3040309471230524,65.8263888888888889,62.0833333333333333,60.6666666666666667,58.3750000000000000,7.577683150183151,7.341666666666666,7.066666666666667,7.590280695611578,6.55,7.550000000000001,Spring,Middle,NR,"Horror,                                          Musical",English,Canadian Broadcasting Corporation (CBC)
The Quiet American,16083,84,8.7,101.0,56.8740942028985507,55.0023809523809524,57.9083333333333333,59.7708333333333333,63.6111111111111111,53.5627661227661228,6.859027777777777,7.451666666666666,7.702777777777778,7.359702380952381,6.911309523809523,5.750568924539512,Fall,End,R,"Drama,                                          Thriller,                                          Romance,                                          War","English, French, Vietnamese",Intermedia Films
Far From Heaven,16084,84,8.0,107.0,66.8755387205387205,56.2426470588235294,68.9332010582010582,69.1250000000000000,67.1666666666666667,62.4851540616246499,7.494179894179894,7.4336261777438235,7.08,7.381116138763196,7.718181818181818,7.0816326530612255,Fall,Beginning,PG13,"Drama,                                          Romance",English,Focus Features
Shrek,16091,84,8.8,90.0,61.1835317460317460,57.0785714285714286,63.7555555555555556,45.2745098039215686,65.1547619047619048,56.7243055555555556,6.951296296296296,7.379999999999999,7.723941798941799,7.202045454545453,7.86078431372549,7.787083333333333,Spring,Middle,PG,"Adventure,                                          Fantasy,                                          Comedy,                                          Animation,                                          Family",English,DreamWorks SKG
The Insider,16095,84,8.7,157.0,56.9592653642653643,54.7664965986394558,57.6445054945054945,67.8000000000000000,63.6746031746031746,68.8333333333333334,7.1151736111111115,7.6162820512820515,7.535,7.296007653061224,7.720000000000001,8.383333333333333,Fall,Beginning,R,"Biography,                                          Drama,                                          Thriller","English, Arabic, Japanese",Spyglass Entertainment
The Remains of the Day,16102,84,8.4,134.0,70.6740740740740741,66.7226190476190476,71.4047619047619048,70.2500000000000000,55.2333333333333333,73.6500000000000000,7.625333333333333,8.066666666666665,6.466666666666666,7.8947916666666655,8.035714285714285,7.933333333333334,Fall,Beginning,PG,"Drama,                                          Romance","English, German, French",Columbia Pictures Corporation
The Joy Luck Club,16103,84,8.5,139.0,54.4107142857142857,45.8333333333333334,55.5333333333333333,59.1428571428571429,61.5833333333333334,62.0555555555555556,6.15,7.156666666666667,8.058333333333334,6.9785714285714295,7.966666666666666,7.512499999999999,Summer,Beginning,R,"Drama,                                          Romance","English, Mandarin, Cantonese",Hollywood Pictures
Broadcast News,16106,84,7.6,133.0,65.8554112554112554,65.5815476190476191,66.6041666666666667,67.3333333333333333,72.0000000000000000,79.0000000000000000,8.020833333333334,7.344444444444444,6.8,7.751543209876543,7.7,7.4,Fall,Middle,R,"Drama,                                          Comedy,                                          Romance",English,Twentieth Century Fox Film Corporation
Aliens,16108,84,9.0,137.0,63.5625000000000000,58.4285714285714286,75.7777777777777778,69.7916666666666667,69.4880952380952381,73.7466666666666667,6.746666666666667,8.144444444444444,7.641666666666667,7.24404761904762,7.6000000000000005,8.219999999999999,Summer,Middle,R,"Action,                                          Sci-Fi,                                          Thriller",English,Twentieth Century Fox Film Corporation
Brazil,16109,84,8.8,132.0,70.5614478114478115,72.9857954545454546,71.8750000000000000,79.0000000000000000,72.6666666666666667,76.0000000000000000,7.484013605442177,8.216666666666667,7.5,7.579761904761904,7.0,7.5,Fall,Middle,R,"Sci-Fi,                                          Drama,                                          Fantasy",English,Embassy International Pictures
Victor Victoria,16113,84,8.3,134.0,75.1145833333333333,75.8194444444444444,77.0000000000000000,66.5000000000000000,65.0000000000000000,67.3333333333333333,7.955,7.933333333333334,6.5,7.810714285714286,6.5,6.075,Winter,Middle,PG,"Comedy,                                          Romance,                                          Music,                                          Musical","English, French",Metro-Goldwyn-Mayer (MGM)
The Black Stallion,16116,84,8.5,118.0,79.2083333333333333,77.8000000000000000,82.0000000000000000,92.2500000000000000,80.9166666666666667,86.3333333333333333,7.733333333333333,7.866666666666666,7.64,7.756666666666666,8.875,8.200000000000001,Fall,Middle,G,"Adventure,                                          Sport,                                          Family","English, Arabic, Italian",Omni Zoetrope
From Russia with Love,16122,84,7.9,115.0,83.1666666666666667,83.2500000000000000,80.0000000000000000,78.0000000000000000,78.1000000000000000,75.1666666666666667,7.75,7.599999999999999,7.6,7.719999999999999,7.6,7.6,Spring,End,PG,"Action,                                          Adventure,                                          Thriller","English, Russian, Turkish, Romany",Eon Productions
Palm Springs,16130,83,7.9,90.0,55.5073039187837052,55.4540816326530612,54.7942016317016317,52.2500000000000000,51.5666666666666667,57.9809523809523809,6.384891205285942,6.466250440917108,6.42,6.529151543769503,7.033333333333333,6.8923469387755105,Summer,Beginning,NR,"Mystery,                                          Fantasy,                                          Comedy,                                          Romance",English,Sun Entertainment Culture
Driveways,16131,83,8.6,83.0,59.3025448028673835,57.8272058823529412,58.0680272108843537,77.0000000000000000,63.4062500000000000,60.8754349816849817,6.408333333333334,6.327891156462585,6.6499999999999995,6.371249084249086,7.199999999999999,6.435072496506786,Spring,Beginning,NR,Drama,English,Maven Pictures
The Lighthouse,16136,83,8.0,109.0,61.7144316730523627,60.2395833333333334,62.3455988455988456,66.2500000000000000,68.1000000000000000,64.5173231607102575,6.6338888888888885,6.474131559497413,7.4799999999999995,6.452713178294573,7.275,6.848601697927541,Fall,Middle,NR,"Drama,                                          Mystery,                                          Fantasy,                                          Horror",English,New Regency Pictures
Once Upon a Time ... in Hollywood,16138,83,7.5,161.0,52.4481510782199734,53.7646970715166204,51.7084742231894624,63.8100000000000000,65.3166666666666667,60.5634144237405107,6.652317669757961,6.409892237784603,6.916666666666666,6.490212435512902,7.1175,6.5713629473528545,Summer,End,R,"Drama,                                          History,                                          Mystery,                                          Thriller,                                          Comedy,                                          Crime","English, Spanish, Italian",Columbia Pictures
Rosie,16139,83,6.3,86.0,60.9666666666666667,59.8333333333333333,61.3750000000000000,58.6666666666666667,69.6666666666666667,66.9064705882352941,6.433333333333333,6.1499999999999995,8.0,6.205,5.7,6.892291666666667,Summer,Middle,PG13,Drama,English,Element Pictures
Private Life,16143,83,7.8,123.0,64.4752456488004374,58.7292929292929293,64.7926479681287374,78.5000000000000000,59.0000000000000000,58.0926724137931035,6.300909090909091,7.157388585662789,4.7375,7.102051944544339,7.8,6.314732142857142,Fall,Beginning,NR,Drama,English,Likely Story
Free Solo,16144,83,8.1,100.0,55.0843406593406593,61.9848484848484849,52.8185728011712852,74.0000000000000000,66.3333333333333334,65.0416666666666667,6.204696969696971,6.395868914367365,7.233333333333333,6.480026990553305,8.033333333333333,7.486111111111112,Fall,End,NR,Documentary,English,National Geographic
BlacKkKlansman,16145,83,7.4,135.0,56.5294984262475996,61.7983682983682984,56.0755934997808063,60.2931034482758621,55.5533333333333333,55.2072580242923380,7.117459207459207,6.380923520923521,6.3999999999999995,6.436179529231918,6.884848484848486,6.095518653254502,Summer,Beginning,R,"Biography,                                          Drama,                                          Comedy,                                          Crime",English,Blumhouse Productions
The Post,16148,83,7.0,116.0,61.4731126626191970,63.4255895455895456,60.9922097255456389,52.8095238095238095,51.7518518518518519,62.5268264840182648,6.902587833914054,6.544046348674209,6.379583333333333,6.644877992681009,6.801559934318554,6.60935064935065,Winter,End,PG13,"Biography,                                          Drama,                                          History,                                          Thriller",English,Participant Media
Rat Film,16149,83,5.3,82.0,60.0807725822218576,63.0536078464649893,59.1648652652542813,45.6666666666666667,46.1666666666666667,58.7971014492753623,6.98241144018583,6.685615047720311,6.116666666666666,6.77264672360727,6.833333333333332,6.402380952380953,Summer,Middle,NR,Documentary,English,Memory
The Woman Who Left,16150,83,6.5,226.0,81.6666666666666667,83.0000000000000000,69.6666666666666667,81.0000000000000000,68.5000000000000000,30.0000000000000000,7.9,7.533333333333334,7.300000000000001,7.863333333333334,7.7,8.2,Spring,Middle,NR,Drama,"English, Japanese, Filipino, fil",Sine Olivia Pilipinas
20th Century Women,16153,83,7.4,119.0,62.9586302621406986,72.4661532911532912,55.7319444444444444,75.0000000000000000,74.1666666666666667,66.0459850606909430,7.397493939393939,6.652283973823447,7.008333333333334,7.01132550033588,7.65,6.7325863678804865,Winter,End,R,"Drama,                                          Comedy",English,Annapurna Pictures
13th,16154,83,7.8,100.0,68.8496135752688172,70.6069444444444445,64.6202380952380952,73.7777777777777778,75.6666666666666667,74.4897959183673469,7.400457211870256,7.255397697540554,7.138888888888889,7.454910394265233,7.533333333333334,7.297619047619047,Fall,Beginning,R,"Crime,                                          Documentary",English,Kandoo Films
Being 17,16155,83,8.1,116.0,65.9046526054590571,69.6743827160493827,60.3140692640692641,71.6458333333333334,73.0694444444444444,63.0666666666666667,7.489295299440226,6.6106576756576745,6.801587301587301,6.975017921146953,7.019047619047619,6.43076923076923,Fall,Beginning,NR,"Drama,                                          Romance","French, Spanish",France 2 Cinéma
Don't Think Twice,16157,83,7.2,92.0,56.3285714285714286,74.8190476190476190,50.7253555967841682,71.3333333333333333,64.6000000000000000,52.0217803030303030,6.9957142857142856,6.56491452991453,6.4,6.7922488226059645,6.233333333333333,6.2972222222222225,Summer,End,R,"Drama,                                          Comedy",English,Cold Iron Pictures
De Palma,16158,83,7.8,107.0,53.5320631749203178,60.5833333333333333,53.0112554112554113,63.7500000000000000,63.4861111111111111,65.9139495798319328,6.325,6.558412698412698,6.413068181818182,6.595104895104895,6.409453781512605,6.5114111498257845,Spring,Beginning,R,"Biography,                                          Documentary",English,NaN
Everybody Wants Some!!,16159,83,7.0,117.0,44.7362811791383220,44.9285714285714286,44.7130952380952381,75.8125000000000000,78.5833333333333333,64.6938507253255195,6.392857142857143,5.968095238095238,7.8,6.12765306122449,7.6625000000000005,7.168367346938775,Spring,End,R,Comedy,English,Paramount Pictures
The Witch,16160,83,7.3,92.0,65.4849489795918367,83.0000000000000000,56.6366666666666667,49.5000000000000000,53.2000000000000000,64.3496898759503801,7.8,5.9522619047619045,7.659999999999999,6.6513888888888895,7.25,6.690669806384093,Winter,Middle,R,"Mystery,                                          Horror",English,Parts and Labor
Mustang,16161,83,7.8,97.0,67.8309523809523809,77.0000000000000000,67.8309523809523809,74.0000000000000000,70.5000000000000000,74.9090909090909091,7.7,7.325435897435898,6.3,7.325435897435898,6.3,6.781818181818181,Fall,Middle,NR,Drama,Turkish,Canal+
James White,16162,83,7.0,85.0,64.3344411685875101,74.8959373959373959,55.0959417775207249,66.8333333333333333,66.8333333333333333,68.1875000000000000,7.871539264828738,6.265641923436043,5.883333333333333,6.947140313390315,5.883333333333333,6.336111111111111,Fall,Middle,R,Drama,English,BorderLine Films
The Forbidden Room,16163,83,8.0,130.0,67.4164856228891317,71.1997668997668998,61.4185490120474641,71.0333333333333333,72.9687500000000000,63.5571428571428571,7.54446669071669,6.857878084248054,6.066666666666666,7.26621687291037,5.375,5.911666666666666,Fall,Beginning,NR,"Drama,                                          Mystery,                                          Comedy,                                          Romance",English,Buffalo Gal Pictures
Office,16164,83,6.0,119.0,66.5897423336897021,71.5620400432900433,55.7886507936507937,66.0833333333333334,69.3333333333333333,65.2625000000000000,7.545569269374417,6.439770308123249,7.566666666666667,7.199148756472286,7.191666666666666,6.878,Summer,Middle,NR,"Comedy,                                          Romance,                                          Musical","English, Mandarin, Cantonese",Media Asia Films
Blind,16166,83,7.6,96.0,64.2390873015873016,74.2912698412698413,53.3096119929453263,81.5000000000000000,81.5000000000000000,84.0000000000000000,7.993888888888889,6.4697128851540615,7.4,7.453597470238096,7.4,7.8,Summer,Beginning,NR,Drama,Norwegian,Motlys
Kurt Cobain: Montage of Heck,16168,83,7.8,145.0,65.4944444444444445,71.4037037037037037,59.2666666666666667,67.8888888888888889,62.5000000000000000,64.9506802721088435,7.933333333333333,6.777362637362637,7.4,7.346420118343195,7.816666666666666,7.2050505050505045,Spring,End,R,"Biography,                                          Music,                                          Documentary",English,HBO Documentary Films
The Salt of the Earth,16169,83,8.3,110.0,62.5793178086281535,69.8369047619047619,54.9595238095238095,66.5454545454545455,79.8750000000000000,64.2000000000000000,7.958838383838383,6.071768707482993,8.368749999999999,6.805492063492062,7.05,7.2749999999999995,Spring,End,PG13,"Biography,                                          Documentary","English, French, Portuguese",Région Ile-de-France
Seymour: An Introduction,16170,83,8.7,84.0,53.3626984126984127,57.1826153846153846,52.9129629629629630,53.0227272727272728,72.7222222222222222,64.2000000000000000,7.012333333333333,6.0702976190476186,7.576190476190476,6.188700980392157,6.95,7.2749999999999995,Winter,Middle,PG,"Biography,                                          Music,                                          Documentary",English,Under the Influence
It Follows,16171,83,7.7,100.0,56.7444444444444444,69.5000000000000000,55.3425925925925926,61.0000000000000000,60.0000000000000000,52.1300000000000000,7.949999999999999,6.583333333333333,6.8,6.707407407407407,6.8,6.624777777777778,Winter,Middle,R,"Mystery,                                          Horror",English,Northern Lights Films
Burning Bush,16175,83,7.4,231.0,60.0952380952380952,58.4444444444444444,58.8111111111111111,64.8571428571428571,68.1666666666666667,66.1142857142857143,6.705555555555556,6.909642857142857,7.822222222222223,7.006904761904762,7.025,7.142857142857143,Spring,Middle,NR,"Biography,                                          Drama",Czech,HBO
The LEGO Movie,16176,83,8.3,100.0,55.9673634558543270,56.4567567288781306,54.9495036048607477,54.5000000000000000,54.6081632653061224,52.8331944444444445,6.755214528118939,6.729402588152587,7.256666666666667,6.7926097054482515,6.066666666666666,6.303787112010797,Winter,Beginning,PG,"Action,                                          Adventure,                                          Fantasy,                                          Comedy,                                          Animation,                                          Family",English,Warner Bros. Pictures
The Wind Rises,16179,83,8.3,126.0,60.8314130414702497,58.9687962962962963,61.7157898864420604,67.0365079365079365,62.4936507936507937,64.8122655122655123,6.97170460491889,7.253286037633865,7.297619047619048,7.189661962243413,7.569230769230769,7.403063973063973,Fall,Beginning,PG13,"Biography,                                          Drama,                                          History,                                          Romance,                                          War,                                          Animation","German, French, Italian, Japanese",Studio Ghibli
20 Feet from Stardom,16182,83,7.4,91.0,77.0069134550371873,72.7631257631257631,76.6645320197044335,60.0000000000000000,71.5000000000000000,58.3527777777777778,7.487500000000002,7.209848484848485,8.533333333333333,7.309853479853479,8.2,7.038888888888888,Spring,Middle,PG13,Documentary,English,Tremolo Productions
Footnote,16187,83,6.2,103.0,66.6574074074074074,82.2083333333333333,54.1250000000000000,52.0000000000000000,52.0000000000000000,65.0000000000000000,6.828571428571428,6.616666666666667,4.7,6.5125,4.7,6.300000000000001,Winter,Beginning,PG,Drama,Hebrew,United King Films
Pina,16188,83,7.2,106.0,81.3125000000000000,82.0952380952380952,76.2500000000000000,57.9500000000000000,67.3750000000000000,64.2552795031055901,6.7444444444444445,8.0,7.183333333333333,7.414285714285715,7.814285714285715,6.714999999999999,Winter,End,PG,"Musical,                                          Documentary","English, German, French, Spanish, Russian, Italian, Korean, Croatian, Portuguese",ARTE
Hugo ,16189,83,7.7,127.0,62.8318202601753551,67.2952770140076642,58.4170550038197097,78.1739130434782609,73.9507575757575758,56.1339187327823691,6.878097165991903,6.983814273961334,7.396590909090909,6.887682255630851,7.556521739130434,6.857853535353535,Fall,End,PG,"Mystery,                                          Family",NaN,Warner Bros. Pictures
Project Nim,16190,83,7.5,93.0,66.1111111111111111,81.7333333333333333,53.8750000000000000,74.6666666666666667,57.6500000000000000,70.1111111111111111,6.016666666666667,5.716666666666666,7.42,5.518,7.533333333333334,7.780277777777779,Summer,Beginning,NR,Documentary,English,BBC Films
Hadewijch,16191,83,5.5,120.0,80.2666666666666667,81.4166666666666667,61.0000000000000000,66.4166666666666667,66.4166666666666667,63.9777777777777778,6.322222222222222,7.9,7.275,6.416666666666667,7.275,6.915555555555556,Winter,End,NR,Drama,"French, Arabic",Canal+
Avatar,16196,83,7.5,162.0,54.4965116506372664,46.7898765432098765,56.1753663003663004,72.6250000000000000,53.7037037037037037,59.1203703703703704,6.384539842873177,7.045918367346941,6.9185185185185185,6.864041553684411,8.0625,7.081944444444445,Fall,Middle,PG13,"Action,                                          Adventure,                                          Sci-Fi,                                          Fantasy","English, Spanish",Twentieth Century Fox Film Corporation
Crazy Heart,16197,83,7.5,112.0,62.0782616076733724,61.1454081632653061,62.8918997668997669,67.0000000000000000,72.1666666666666667,62.2291666666666667,7.738319327731093,7.615298534798535,8.55,7.598367532467533,8.2,8.161111111111111,Fall,Middle,R,"Drama,                                          Romance,                                          Music","English, Spanish",Fox Searchlight Pictures
Fantastic Mr. Fox,16199,83,8.3,87.0,61.2046411942245276,58.4822562872698989,60.4875816993464052,60.8133333333333333,66.9083333333333333,65.8305541582830315,7.2770658930238765,7.0669097222222215,7.493571428571428,7.193256087550442,7.045333333333332,7.439913262634198,Fall,Middle,PG,"Adventure,                                          Comedy,                                          Crime,                                          Animation,                                          Family","English, French",Twentieth Century Fox Film Corporation
Taxidermia,16200,83,7.5,91.0,62.4148247177658942,62.8408521303258145,63.7016666666666667,66.8888888888888889,68.0000000000000000,64.3333333333333333,7.451517887856897,7.060952380952381,7.5,7.197921798631475,7.055555555555556,7.066666666666666,Summer,Middle,NR,"Drama,                                          Horror,                                          Comedy","English, Russian, Hungarian",Memento Films Production
Drag Me to Hell,16202,83,8.0,99.0,53.0396195652173913,49.0291666666666667,53.8851204351204351,65.2727272727272727,62.0833333333333334,53.3376373626373626,6.88125,6.916421568627451,7.958333333333334,6.911378205128205,8.172727272727274,6.941333943833943,Spring,End,PG13,"Thriller,                                          Horror","English, Spanish, Hungarian, Czech",Universal Pictures
Tyson,16203,83,8.0,90.0,63.8055555555555556,83.0000000000000000,62.4166666666666667,56.8000000000000000,59.2857142857142857,64.0000000000000000,7.65,7.695833333333335,6.353571428571429,7.720833333333334,7.140000000000001,8.8,Spring,End,R,"Sport,                                          Documentary",English,Wild Bunch
The Secret of the Grain,16204,83,7.4,151.0,63.2142857142857143,76.5000000000000000,61.2500000000000000,67.7500000000000000,66.6666666666666667,65.1428571428571429,7.9,6.220000000000001,7.125,6.245,5.725,7.258333333333333,Winter,End,NR,Drama,"French, Arabic, Russian",CinéCinéma
Paranoid Park,16206,83,6.6,85.0,65.6666666666666667,83.0000000000000000,50.7500000000000000,65.2272727272727273,64.7142857142857143,71.4666666666666667,7.8,6.233333333333333,6.9,6.963333333333333,7.172727272727274,6.691515151515152,Winter,Beginning,R,"Drama,                                          Sport,                                          Mystery,                                          Thriller,                                          Crime",English,Centre National de la Cinématographie (CNC)
Chop Shop,16207,83,7.6,84.0,62.8500000000000000,73.7500000000000000,56.9500000000000000,71.0000000000000000,80.0000000000000000,69.0833333333333333,8.0,6.2700000000000005,7.8,6.814285714285715,7.2,7.181428571428573,Winter,End,NR,NaN,English,Noruz Films (I)
Sweeney Todd: The Demon Barber of Fleet Street,16209,83,7.7,116.0,64.4843137254901961,66.0240028490028490,64.9464285714285714,64.8333333333333333,68.6979166666666667,56.6936859801391821,7.258,7.466428571428571,7.793750000000001,7.319229902713774,7.575,7.333913308913309,Fall,End,R,"Drama,                                          Thriller,                                          Horror,                                          Musical",English,Warner Bros. Pictures
Lake of Fire,16211,83,7.1,152.0,66.2222222222222222,75.0000000000000000,65.8333333333333333,62.0000000000000000,88.0000000000000000,54.6176470588235294,8.1,7.783333333333334,8.399999999999999,7.783333333333334,8.7,6.311764705882353,Fall,Beginning,NR,Documentary,English,Anonymous Content
The King of Kong: A Fistful of Quarters,16212,83,8.7,79.0,80.7500000000000000,83.0000000000000000,74.0000000000000000,62.0000000000000000,32.0000000000000000,61.0000000000000000,6.9,8.2,7.25,7.225,8.7,8.266666666666666,Summer,Middle,PG13,"Sport,                                          Documentary",English,LargeLab
Hidden,16214,83,6.7,117.0,68.4822510822510822,74.3520833333333333,65.8750000000000000,70.6666666666666667,74.3333333333333334,74.2000000000000000,7.612500000000001,6.7124999999999995,7.183333333333333,7.0728124999999995,7.183333333333333,7.664166666666667,Winter,End,R,"Drama,                                          Mystery,                                          Thriller",French,Canal+
Corpse Bride,16215,83,7.9,77.0,63.3183417508417508,62.9761478420569330,61.6296768707482993,63.1818181818181818,71.9970238095238095,72.6666666666666667,7.5018542568542586,7.143525641025641,8.14375,7.261415824915825,7.545454545454546,7.9625,Summer,Middle,PG,"Fantasy,                                          Romance,                                          Music,                                          Animation",English,Warner Bros. Pictures
The White Diamond,16216,83,7.2,90.0,61.3176190476190476,62.3526785714285714,60.6166666666666667,68.0000000000000000,66.5000000000000000,72.1666666666666667,7.422916666666667,7.220000000000001,7.25,7.339595959595959,7.466666666666666,7.699999999999999,Spring,Beginning,NR,"Adventure,                                          Documentary","English, German",Mitteldeutsche Medienförderung (MDM)
Vera Drake,16217,83,7.7,125.0,63.3909090909090909,64.0000000000000000,64.2500000000000000,82.0000000000000000,82.0000000000000000,69.1229288499025341,7.3,6.77125,7.76,6.75037037037037,7.76,7.06531746031746,Fall,Beginning,R,"Drama,                                          Crime",English,Ingenious Film Partners
Spider-Man 2,16218,83,8.6,127.0,54.7805084665618553,59.2125356125356125,54.6982638888888889,64.0000000000000000,62.5000000000000000,59.0875000000000000,7.957319902319903,6.96712962962963,7.748333333333333,7.068078530402061,8.277777777777779,7.748263888888888,Summer,End,PG13,"Action,                                          Sci-Fi,                                          Thriller,                                          Fantasy","English, Chinese, Russian",Columbia Pictures Corporation
Kill Bill: Vol. 2,16219,83,8.3,136.0,55.7786505161505162,53.1104761904761905,60.4731385281385281,76.5000000000000000,69.2857142857142857,56.2267003367003367,7.320956790123457,7.524166666666666,8.557142857142857,7.407774716865625,8.675,7.622628610840636,Spring,Middle,R,"Action,                                          Thriller,                                          Crime","English, Mandarin, Spanish, Cantonese",A Band Apart
Spider,16224,83,7.2,98.0,61.1706349206349206,60.4940476190476190,57.0972222222222222,64.0000000000000000,66.0000000000000000,64.6296296296296296,7.618055555555556,7.364305555555556,5.866666666666667,7.426785714285715,6.2875000000000005,6.890370370370371,Fall,Middle,R,"Drama,                                          Mystery",English,Davis-Films
Adaptation.,16225,83,8.2,114.0,60.4519471756313862,63.1954285714285714,57.6932234432234432,75.9555555555555556,64.1111111111111111,70.5525568181818182,7.442930900621118,7.362957875457875,7.24,7.319731262327417,8.37936507936508,7.736111111111111,Fall,Beginning,R,"Drama,                                          Comedy,                                          Crime","English, Latin",Clinica Estetico
Waking Life,16226,83,8.0,99.0,67.3958760537707906,68.6725319693094629,68.6944444444444445,68.6000000000000000,74.9000000000000000,69.9642857142857143,7.980128205128205,7.847222222222221,8.45,7.882900432900433,8.02,7.945748299319729,Fall,Middle,R,"Drama,                                          Mystery,                                          Fantasy,                                          Animation",English,Fox Searchlight Pictures
Fighter,16227,83,8.5,91.0,64.8090579710144928,65.1818181818181818,70.2916666666666667,68.6000000000000000,70.2500000000000000,68.6666666666666667,7.904583333333333,7.695833333333333,8.0,7.637103174603174,8.02,7.933333333333333,Summer,End,NR,Documentary,"English, Czech",Next Wave Films
Election,16231,83,8.9,103.0,56.5580357142857143,62.5500000000000000,54.3000000000000000,64.0000000000000000,64.0000000000000000,67.6833333333333333,6.9625,7.981111111111112,5.9,7.668526785714286,5.9,7.831666666666666,Spring,End,R,"Drama,                                          Comedy,                                          Romance","English, Spanish",Paramount Pictures
The Apostle,16232,83,8.2,134.0,60.9227053140096618,60.6404761904761905,69.6944444444444444,84.0000000000000000,81.8333333333333334,71.0000000000000000,7.127083333333333,8.058333333333334,8.416666666666668,7.454117647058824,8.4,7.8,Fall,Middle,PG13,Drama,English,Butcher's Run Films
When We Were Kings,16233,83,8.9,89.0,63.3876262626262626,69.3904761904761905,60.9791666666666667,62.2000000000000000,74.7500000000000000,65.6111111111111111,7.74375,7.140000000000001,7.85,7.194166666666666,7.616666666666666,7.677777777777777,Fall,End,PG,"History,                                          Sport,                                          Documentary",English,PolyGram Filmed Entertainment
Trainspotting,16234,83,8.7,94.0,61.0000000000000000,56.5000000000000000,62.8000000000000000,67.0000000000000000,67.0000000000000000,58.1666666666666667,7.7,8.4875,8.8,8.225,8.8,8.833333333333334,Summer,Middle,R,"Drama,                                          Crime",English,Figment Films
Babe,16236,83,7.7,89.0,56.2666666666666667,57.2000000000000000,51.7142857142857143,67.8571428571428571,66.6250000000000000,74.3333333333333334,7.525,7.223809523809524,7.487500000000001,7.279166666666666,7.366666666666667,7.699999999999999,Summer,Beginning,G,"Adventure,                                          Drama,                                          Fantasy,                                          Family",English,Universal Pictures
Porco Rosso,16239,83,8.3,94.0,73.7214285714285714,70.4375000000000000,70.8750000000000000,83.2500000000000000,83.2500000000000000,84.5625000000000000,8.308333333333334,8.375,8.674999999999999,8.386666666666667,8.674999999999999,8.69375,Winter,Beginning,PG,"Adventure,                                          Fantasy,                                          Comedy,                                          Romance,                                          Animation",Japanese,Studio Ghibli
